clean_review,sentiment
install csr driver advanced features stability bluetooth thik h driver installation cd missing package compatible office usage spr nd order waste time money recommend wrong product delivered usb bluetooth csr review includes item included specification key features speed test testing note result ultra mini bluetooth csr usb dongle adapter great device much features providing csr need know deliver price tag good stability features enable install driver provided csr csr harmony driver inside package cd install driver cd recommended plug play bluetooth adapter case use microsoft generic drivers basic feature reliable recommended using driver manufacturer csr make device reliable stable advanced features usb bluetooth recommended every buyer looking bluetooth advanced features package items shown pic csr usb dongle main driver mini cd install driver recommended cardboard cover contain details specification features specification shown pic bluetooth version compliant backwards compatible supporting profiles networking dial fax lan access headset operating system windows xp vista interface usb compliance better plug usb back panel motherboard symbol rate mbps test kbps kbps average kbps receiving sending range warranty month warranty date purchase key features shown pic bluetooth low energy ble radio usb dongle dual mode bluetooth transfer low power selectable v input output supporting bluetooth voice data wlan coexistence interface mbps data transfer rate enhanced data rate edr support plug play recommended csr driver work plug play may help product testing usage gold plated usb port connector black transparency design blue led illumination brought together bluedio plus turbine wireless bluetooth headphones mic micro sd card slot fm radio black sahi se kam nhi krta well know may work without driver still written description driver installation cd one anyways get driver online guess okay useful good working ordered bluetooth dongle seller years agothat time good old bluetooth knew valuable good bluetooth would ordered seller sells bluetooth bluetooth failurei know bcoz purchased locallybluetooth sucks everything st pairingthere peculiar problem mobile phoes cant search bluetooth pc detect blutetooth pc detect mobile phonesi tried csr ivt bluesoiel drivers ivt blue soiel drivers work much better csr driversonly pairing device workbluetooth power hungry run printing shop needed bluetooth device customer internet send files via bluetooththis clearly happen return device bcoz wish seller loss manufacturer issue know slow every minutes headphones disconnected bluetooth turns automatically every minutes manually unplug plug pair want use neckband pc bluetooth bought connect pc surprised sound heard poor low quality sound maybe product got shown amazon please spend extra money better one,Neutral
buy tv working difficult battery really bad product,Positive
vfm kudos egate launch fhd projector lowest price bad good bluetooth projector ask price good winter nights nice purchase value money worth every penny spent value money review native fhd projector yes native p led projector connected desktop computer tested also dont bother trying play videos usb quality bad connected right streaming display source thru hdmi actually quite good mean picture quality colours brightness etc sub k projector department projector easily compete many projectors sub k ranges sound also pretty much okay loud enough like boat w speakers may bit louder good quality wise quitr workable portable solution permanent setup audio output studio headphones pretty decent quality wise loud also meaning speakers connected higher setup person figure seperate audio source ft inches distance lens wall get exactly inch inch x inch projection called short throw projector albiet may border level option reduce screen size upto original size electronically connected hdmi keystone correction usuable wheel exatly middle position get good focus whole screen means one setup projector screen fixed location lilt projector move screen adjust keystone correction e want keep projector screen lower levels projector also fixed lower levels best focus get projecting exactly oppsite projector probably inch flip projector upside get best focus opposite center inches mysetup projecting feet floor going use wall mount setup projector upside way fix projector bit behind sofa post pics later setup properly verdict projector combination reflective projector screen look amazon xelectron minago brand one vfm combo approx k experiencing bright inch screen experience good quality person im considering buying one expensive fixed frame alr projector screens costing upward k k im thinikg would better could invested bit brighter projector look ansi value buy impulse purchase good enough make consider much costlier projector screens later upgrade high end projector edit biggest drawback projector dust gets inside lcd panel impacts clarity also days clean panel myselg month new lesson learnt apart high ansi lumen projector also important factor future purchase planning get custom cloth cover made dont clean often though lcd cleaning done pretty easily without much opening easier compared youtube videos seen previous model somehow lens get dust inside yet lcd fine dust particles inside quality good value money bluetooth connectivity smooth fast sound quality projector great already considered hotstar app really works nicely great quality youtube netflix prime video give quality initially must wifi connection apps however get installed close good point bluetooth connection even added bluetooth soundbar moving putting room become really good option indeed fantastic product price range non android need add amazon fire stick source device hdmineedless say brightness pretty good dark environments also watchable day e cover windows light sources screen spread almost inch throw distance feet sharpness less intact converts k pwill recommend tripod mount custom made mount like mine ensure walls white best image video reproduction definitely recommended price point consonly vertical keystone correction available projector good far used last days may revisit feedback couple months bought projector classroom helpful studies students connect world feel value money product already used last two months u r looking home entertainer projector look best price good picture quality brightness decent remote good functionality always premium buyers avoid r normal home normal needs good family get together movie nights kids awe struck enormity canceled dth connection coz amazon prime tv stick projector need time watching tv amidst work job well entertaining night busy day n done satisfied queries ping help u much worry abt specs details takeit family man satisfy ur needs surfing movies gaming fire tv stick mirroring possible hope helps update months hrs day usage pic uploaded noon pm dark screens hi reply customer help choose egate n uc thought put update section lot would benefit goes first u need clear ur purpose projector like offic use home entertainment also u mention source like dth fire tv stick etc since u go general review purposes going detailed review guys patience run end similar confusion based competition egate uc let tell u helped decide first n foremost egate indian company unlike uc common chinese product namesake brand uc confirmed friend china hence service n general trust egate competition secondly fellow customers learnt egate brighter rest two thirdly images sharp blur text egate compared two learn adjust keystone properly fourth length power cord longer egate fifth got lens cover close lens use others general used two input data two users gonna tell u wat done n wat else u egate placed length feet screen n gives awesome display connect home speaker system u r trying home theatre effect inbuilt speaker good enuf feet projection end ur bed kids sleeping around connected second fire tv stick connects wi fi movies n serials n mirroring done playing mobiles n game like cod n pubg n ff also u connectivity laptop n pendrive etc u get remote functions well along importantly u ceiling mount tripod two cant remember u r ceiling mounting u need flip display settings coz u would mountbit upside option provided projector tripod necessary also u place projector behind screen like actual theatre u r using cloth screen like n constraint space remember flip image right left settings projector behind screen n u need get flipped image behind guess part made ur decision murky wat would love say samsung enabled smart tv n seen output kind cheap devices since low cost projector effects going give u headache coz pixelation better opt tv priority tv effects r awesome nowadays u install app device watch movies better download movie pendrive n play n watch ur glasses friends verdict best projector market opinion price home entertainment purpose note amazon prime n netflix users u r using audio output sometimes u might get audio dont get worried n nothing wrong projector latest movies made dolby sound use screen setting video navigate sound n choose stereo default dolby option voila u r done hope helps ping doubts hit like review useful per money bestbut fan pictures qualitythink budget,Neutral
good worth product good quality good hdmi cable best hdmi cable k hz k hz like quality connected see red color picture value money must buy earc good value money really good quality cable long enough modern tv units size works excellent sony bravia tv perfect size extremely good quality hdmi cable gives earc connecting option purchased hdmi connect setup box new samsung tv k hz native unfortunately used wire connect picture quality bad seeing red dots picture replaced another hdmi cable issues fixed short procut bad value money good picture quality,Positive
working good functions working buttons properly functional better original even light weight softr buttons price range oky product good price buttons look good hard like remotes good go product user friendly remote voice recognition option value money good remote control functional well functions working remote making qwerking plastic sounds solid original remote overall satisfied mic option buttons messed better original even light weight softr buttons oky product price range voice serch option good bad good,Neutral
satisfactory one optical cable loose contact digital analogue converter good product connect home theater music system without optical audio port good product good high quality amezon basic top notch go best sound quality good build quality good sure reliability front let see months sound quality satisfactory reduction sound expected conversion anyway considering price negligible overall good buy recommend one especially tv without optical coax spdif relace warranty converting digital audio sony bravia xr x j k uhd sony dav dz kanalogue r l sound ouputfirst device work may errorreplacement device excellentit giving virtual effect watching movies disney hot star amezon primemy cyears old dav dz k home theaterwithout digital output giving perfe ct virtual effect pcm audioreplacement device delivered amezon injust two days timeexcellent service amezonthanks also u tube learned lessons installing classic devicei disappointed st device return policy asked replacement worked welland happy would like recommend people new tv without analog output digital hdmi output old home theater systems analog component composit outputthank amezon diwali gift provides surround sound nice product using last months sound quality good good soooo nice good,Positive
good pick galaxy note durable quality product best cable android auto cable always carry pack stuff ride good charging capacity data transfers bought bike excellent purchased cable galaxy note july using since works neat cable tough due braided nature overall good usage faced quality issues c point section also good fit properly mobile go expensive cable ever purchased probably best cable giving star less premium pricing bought long cables dont work well android car works well go connect android auto short review eliminates need wrap long cables around handlebar phone mounted navigation compact powerful best suited motorcycle mobile mounts powerbanks price bought long review used wrap long charging cables around handle bar come way turning fed wrapping cables handlebars wanted something short sit charge device clear clutter motorcycle handle wanted mobile mount looks like bobo gears jaw grip mount local stores delivers v tried cables local stores either die charge device enough use even device use charging rate used low decided give one try always hesitant short cable high pretty happy purchase fetch complete charging capacity mobile charger deliver device kms roundtrip saviour yet check claimed qc true least serves purpose motorcycle handlebar complaints update get chance test coming design quality braided cable looks rugged metal connectors feel solid going use motorcycle sure put abuse comment revisit review updates durability use update review durability perspective first wayona dash charge cable used oneplus died months thankfully replaced warranty shows good support wayona team record cable died charge video evidence replace product verdict looking short cable mobiles charging devices powerbanks would definitely recommend cable data transfer quite fast also compatible qc adapter good excellent worth money nice wire fast charge,Positive
quality good sturdy good item price offered lightening cable support data transfer well got lightning cable worst product great good product really happy quality amazing thankyou amazon good one good sturdy using car work fine far writing review weeks cable charge well transfer data without even mfi certified happy one cable stopped working week worth material good,Neutral
good charging well great cable trust another quality product belkin amazon w support clear become belkin fan happy performance competitor original cables good cable good slightly thicker apple original cables good charging work data transmission contrary one mentioned replies one queries least apple products charges ipad pro chip freezes used data transmission one looking data transmission better find something else item good charging works fine issues far per belkin product page mention supports w belkin support q section says supports w needs investigated really fast charging scummy behaviour belkin specify basic spec belkin com us cables charging boost charge usb c usb c cable p p cab belkin products excellent quality build thanks belkin providing good products thanks seller amazon selling product excellent product guess belkin compared rest third party companies make quality cables feel quality hands worth although may find expensive expected,Positive
worthy product good generic remote samsung led lcd tv working overall good good built quality durability concern perfect samsung smart tv good compatabile samsung tvs buy use fear works perfectly like original remote maybe price reduced bit week experience working smoothly till works aa expected light weight putting battery also weighs lesser original samsung remote sure durability good product help tv since original remote broke product features really good self explaining also built quality good remote working fine durability sure original job good samsung smart tv nice one,Neutral
really good producers thompson smart tv remote control best kodak tv love feather touch working fine best without voice control value money really good producers good working conditions voice assistant working using kodak cm inches hd ready certified android led tv hdx xpro model tv go best product feather touch like good performance everything fine except voice control however w r price voice controlled remotes much better reasonable priced,Positive
tv working good value money acer sound bar tv review product good one lie seller e gb space cromecast working smart tv awesome clarity sound awesome sound system like sound bar picture quality impressive connected good budget friendly smart tv tv working good screen va type want see good picture need maintain minimum distance tv tv pixels big maintain minimum distance picture looks sharp black levels look great thing tv colour reproduction great compared ips screens price good deal thare definitely lag tv software remote control start bluetooth connection issue formatting tv problem solved tv sound bar sounds great compared tv brands especially price range recommend tv want buy inch series tv writing review month use overall good become little slow install apps rest everything fine liked think also love budget range first fall take buy acer tv fear acer tv new brand problem tv serving purchased using fear goes tv functions good warranty also available overall good product times lags got auto restarted company lied customers gb space tv therestill like picture sound quality happy order tv purchased diwali start use tv found use cromecast feature need install third party app support mobile phone samsung disappointed feature good loud sound system overall experience meet expectations regret gotten larger size amazing smart tv clear view awesome sound stars couldnt get jio universal remote work k best smart android tv everything perfect like sound picture quality bluetooth connectivity wifi connectivity finally budget friendly smart tv middle class people k salary per month picture quality ok ok sound super warnty best remote simple nice one product perfect segments one also exception,Positive
great use serves purpose good quality good good one okay good original cable good quality v good product quality good strong build supports fast charging rates people may find led really bright especially dark cannot turned port bit loose used cases bit thick check smartphone earphone jack beside charging port case might able use together happy product good good one time teken nice worth good quality good product thanks amazon,Positive
good device makes laptop utilize maximum wifi speed good product worth buying best recieve g fiber speed good really good wifi adpater life saver wifi speeds amazing booster speed best product buy good device makes laptop utilize maximum wifi speed definitely recommend one good product worth buying installing new fiber place got know wifi reciever pc capable reciving g speed ordered amazon amazing product working totally fine till problem instruct plug usb port receive g speed recieve g usb best product nice range good using product last couple months really easy install easy use laptop old one compatible ghz bandwidth hence look wifi adapter stumbled upon regret buying working per expectation able utilize ghz network laptop must buy anyone issue ghz bandwidth lifesaver used wifi laptop using dongle wifi frankly notice difference connect iphone hotspot pc nd nice fast hello guys bought product amazon fast delivery easy installation less two minutes gives best signal g g hassle install product guys wi fi adapters systems also compact product,Positive
worth money spent nice product also sterdiness good expected correct charger samsung nice product superb doubts fast charging one time purchase good product cable long durable worth purchase recommend product whoever needs sturdy fast charging also keep mind charger needs support using cable seeing reviews ordered product samsung mobile although cable steady good fails main purpose keep mobile charging cable pin tight fear putting removing mobile charging chip would break tight looking another alternative looking charger samsung mobile please fo buy good superb oneplus mobile phone dash charger oneplus cable becomes fast charging combo however plugged cable dash charger rapidly charging phone say fast charging cable ot common charging cable working perfectly fine one best cable fast charging units meter c type cable think get damage soon quality good charging ultra galaxy note etc without problem thanks china standard product worth money,Positive
good superb quality good products nice one working well iphone always rely companys products good thank much product good quality working good phone good quality really fast charging packing also like original one worth product good product good quality working well iphone,Positive
good nice best quality bad best wifi module good working fine good product good working nice pc easy install connected well plug play link driver good internet connection slow easy use use continues ly signal breaks suddenly using wifi module couple months works like charm easy use connects quick computer need install drivers good work working fine till date good product,Neutral
worked iphone work xr good one dull physical looks buy go product get charging cable price working well worked iphone work iphone xr like still use work product quite good fast charging loved like looks last long sturdiness depend manner use speed charging great good product average income group great charging devices various types ports works best charging one device time good item,Positive
compatibility good one voice working propoer good needs improvement quality strong works good waste money works well buy remote thank much remote compatible durability currently working nice one working good voice working properly volume control buttom way hard operate must little smoother strong doubtful purchase looking reviews product great firstly need understand pair remote properly search youtube videos help lot reviews specifying remote connect please note need unpair broken bluetooth remote first used mi remote app unpair remote paired new remote purchased remote october th working properly december months product failed recommend product waste money works well mi tv soon switched tv recognised remote paired complaints early comment battery life ps first time turn tv using power button tv draining batteries one hour functioning,Neutral
poor plastic material works cheap material works good one working par original working well quality okay value money good looks like original works fine sony bravia tv quality control would better apart issue working well buil quality okay like original working well good quality amazon never disappoint thank good looks like original build quality good value money,Neutral
good quality product long lasting ok really fast yes good cable speed goid working fine worth thank amazon length small ok bought old cable thought speed standard hdd years old got man fast highly recommend hdd slowed probably cable came stock hdd slowing yes good cable length small like cm transfer speed good mb good working fine even months amazing product meet expectations,Positive
reliability best non apple usb lightning cable good good quality using since year good good product nice cable worth money best alternative works smooth lenght cord preety long charging power hampered due lenght well braided wire worth go want short wire dont go else good choice good definitely get product using roughly problem works fine lovely product affordable price rope ish wire long needed car charging travelling decent speed charging also super fast like regular iphone charger job well compatible portable charger also nice cable length well good charging speed little bit slow otherwise good go writing years works amazing,Positive
overall good product mobile charging awesome gud data cabel good usb c usb c cable one entangle develop fold leading cracks cuts best rigid high quality super durable great using month good product nice products easy use good quality product good simply go using almost last years using every day whole day office hours sometimes work home phone laptop using watt charger trouble free job expect problem whatsoever big plus point cable entangle develop constant fold becomes cracks period time issue cables one perfect said simply go strongly recommended best length could longer value money godd quality material fast charging,Positive
high price good quality go thank amazon awesome buy ok nice product price high respect product quality durable strudy sturdy works fine best excellent product amazonbasics high quality cable times better original cables supplied hdds works great wd passport ultra data rates par original cable works well usb ports highly recommended product excellent quality good good one,Positive
budget android tv wall mount missing tv pack good good product installation service good nice product satisfied good good product price say android tv buyers able grasp unofficial build android basically install android tv apk apps play store install aptoide manually install bunch tv apps afterwards since unofficial build google app services play store work overall happy thispicture quality greatapps lagdoes hangsnot heating issueonly problem apps functions organised needed go stuffsthere similar tv official android better take need official build well google play store services overall happy budget wall mount found inside tv pack better product good picture quality ok bought product also get discount final amount price product best installation service good wall mount inside box installation service man say rs wall mount otherwise installation nice product happy picture quality value money product,Neutral
firestick plugging issue otherwise good deal cheap best product low budget led tv nice tv good installation guy asking installation charge good budget tv good tv using days found flaw got k price point believe tv provides decent quality expect amazing quality anyway x screen resolution audio also okay beyond audio starts cracking viewing distance ft quality looks good please note struggle quite bit directly add firestick hdmi port given ports right next hdmi ports firestick proper space fit properly unless really shove suggestion get hdmi extender overall say small room value money satisfied product till led tv low budget good performance picture audio good great installation guy asked paid installation misleading information price good tv pay installation guy give stars bought inch vw discounts picture quality sound quality good added firestick voila became smart tv connections attach usbs bottom part tv slightly different tvs far working revising days tv responding switch button happening watch tv hours switch tv firestick remote yellow colour indicator turn red instead remains yellow far screen concerned tv screen changes black whitish seems tv goes hibernation sleep mode fault tv normal tv swith completely indicator turn red called technician tomorrow checks agrees get replacement got still days time replace helping note people buying tv going connect firestick asks brand name tv select vu perfectly work firestick thanks enjoy,Positive
data transfer best good cable iphone working good best quality fast charging genuine product nice product good always accurately read pc working fine last years purchased cable connect apple car play working charges fast better iphone original cable wont bend cut joints bought lightning deal good one fast charger highly recommended good quite long lasting,Positive
works fine vu tv quality improve good good product value money works fine vu smart tv good product suitable vu ok quality improved good original remote job really happy product light good one working expected good product nice product value money quality buttons average job works fine vu smart tv perfect fit vu tv ok,Neutral
good product good product built charge power nice product happy buy recommended good quality charge little slow stopped working within months value money good one perfect one like built charging power phone adequate good far mostly like received today duracell charging cable depending customers reviews duracell brand purchased cable regret say charging speed low charged tablet within one half hour percent charged satisfied product quality wire usb pin good charge mobile little slow charger provided mobile oppo real samsung working well suddenly stopped working within months purchase best product,Positive
terrible charging status good quality good charging nice product waste money fast charging cable charching months become worse phone dosent charge takes much time like hours sometimes doesnt even connect phone dont buy dont buy cheap cables prefer branded ones expensive worth money time okay supprting w fast charging fast charging like verymuch charger worked hardly days delivery nice charging cable samsung,Neutral
best tv getting k good price os lags garbage quality good product good quality great experience everything fantastic super picture quality sound quality awesome pros xiomi best budget nice picture quality nice audio output full featurecons sometimes tv lags sometimes stucksin prize range tv cons like overall nice tv product price range good running android lags hope updates lags problem resolved useless product useless quality display issues within months service center upto mark go better brands quality assured would wish option negative stars uses connectes tv picture good hopping best level song globaly good product ever good quality good,Positive
might able get away using usb built well flaws good alternative apple cable good alternative best buy good value money works advertised recently ordered usb rsthe charging speed main usb use apple orignal oneshowever seems like paid getting made iphone tag product built well better apple charging cable working charging adapters works well power banks charging time okay totally depends adapter using someone looking alternative expensive apple brand charging cables product right choice awesome product use frequently inside car writing months regular usage alternate charging cable good one iphone lightning charge cable helpful connecting iphone car carplay,Positive
good product working something better nothing average good good product good work good good product n works fine good one price quality connecting sensor using slightly headache connecting sensor need use delicate way useful itom good good product good responce good work worth money,Positive
fitting issue perfect fit good quality product good product fit cost wise material wonderful product good new remote nice product perfect samsung frame series solar remote product good terms smoothness toughness usability issue length little larger remote product advertised perfect fit good quality recommended buy good product perfect fit cost wise ok good quality material samsung inch crystal uhd tv remote safe cover good quality useful especially kids home breaking everything fits perfectly quality also good buy product perfect fit samsung solar remote quality material good serves purpose,Positive
useful length bit short product overpriced proper good happy get usb cable good theek hi h product good length wire short product overpriced proper good expecting good quality material science ordered set two really happy get good material hope saitechit team maintain quality products thanks amazon shipping faster working good product overall good theek hi h,Neutral
excellent solution sony tvs worth purchase bad bad product remote good quality sometimes simple solutions come rescue costly alternate branded companies sony tv perfect working condition remote got worn kids handled smoothly lol tried purchase original remote sony either able find exact one remote costly point thought take risk piece marvel worked like charm smooth operation setup needed highly recommend product go th nov stopped responding tv working great sony tv recommended useful good quality roduct work faulty buy good fast response good quality remote,Positive
damaged product good quality aa well fit good fits loose top bit tight bottom fits samsung smart tv remote perfectly perfectly fitted costly good average product worthy product quality good received damaged product expecting item delivery got late understand unfortunately product good item glued edges good fits loose top bit tight bottom still go purchase fits samsung smart tv remote perfectly edges covered drop remote decent height let remote get scratched cracked expect save kinds drops believe needed kid keeps dropping remote worried samsung smart remote quite expensive even fits slightly tilted shape remote quite perfectly product good described fitted perfectly smoothly thanks amazon good product higher price side average ok ok quality fit better side portions loose might reduce overall cover life kids put finger small items however top lower portions tight enough meet purpose luminous blue gives decent glow pitch dark,Positive
best boat lg smart tv product overpriced good picture quality sturdy worked connect soundbar smart tv good good quality product solve screen onn ok cable support hdmi arc time select port tv perfect hdmi cable boat soundbar lg smart tv product overpriced value money good quality product quality product good good quality good ok purchase arc port,Positive
works reasonably good product usefull work ipod perfectly good product wonderful product fast charging nice cable usefull biggest issue buying accessory apple product non apple supplier never know work products working used old ipod touch able charge transfer data hope product good shelf life well value money bad experience fastx charging cable ipad apprehensive buy thing online decided try amkette delight cable fitted port started charging ipad charging slower original apple cable heavy user good value money hope works months least loose hope revive iphone found old items old cable damaged able charge ordered cable check old iphone revive even almost years without charging got cable time quality packing cable look impressive surprize phone got charged started working thankful cable helped revive old phone working ipod perfectly good product fits well fast charging great product ipad become live good condition useful,Positive
worth money gb storage superb quality good product nice product tcl android smart tv tcl inch android tv good quality rate nice smart tv paisa vasul picture sound quality good storage gb gb tv like nice smart android television support web ott platform nice product worth price,Positive
said sent replacement complained charging rapidly replacement said sent replacement complained capacity original worth buying support fast charging good good quality nd purchase review purchased july dash charge stopped working september within months contacted given whatsapp number right away sent new cable next day stars keeping promise professionalism first purchase review writing months usage everything happened expected written purchase months cable stopped pc connectivity month started showing problems charging used charge one position charging used stop little movement finally replace new one months since price reduced say good product price long lasting want reliable long lasting long length cable go original oneplus showroom initial review written purchase yes supports dash charge heating issues using since days one negative point short length meter long original cable meters difficult use phone charging negative point figure cable really hard experience hard cables break often soft pliable ones easy put hard cable bag without putting strain daily commute office makes break easily time hard cables also easy use mobile charging puts strain points charger side mobile side makes vulnerable cracks raises question longevity cable let calculations original oneplus cable lasted years cost present rs soft easy bend keep bag traveling daily work rs cable online meters long makes easy work phone plugged popio cable costs rs present show means price may rise even lasts months costly original cable years popio cable meter long meters original cable effective price popio cable rs meter cable popio cable meters long meters original cable makes easy use phone charging using short cable charging puts strain cable phone charging port damaging also decreases life cable charging port say consider cost writing review also consider cost long run immediate cost u thinking changing phone coming future want spend much cable popio best option available looking long term solution afford buy rs cable suggest go original one length soft lasts longer moderate use ordered cable sale yesterday plugged cable charging rapidly oneplus immediately booked replacement cable arrived morning plugged voila charging rapidly thankful nd purchase review purchased july dash charge stopped working september within months contacted given whatsapp number right away sent new cable next day stars keeping promise professionalism first purchase review writing months usage everything happened expected written purchase months cable stopped pc connectivity month started showing problems charging used charge one position charging used stop little movement finally replace new one months since price reduced say good product price long lasting want reliable long lasting long length cable go original oneplus showroom initial review written purchase yes supports dash charge heating issues using since days one negative point short length meter long original cable meters difficult use phone charging negative point figure cable really hard experience hard cables break often soft pliable ones easy put hard cable bag without putting strain daily commute office makes break easily time hard cables also easy use mobile charging puts strain points charger side mobile side makes vulnerable cracks raises question longevity cable let calculations original oneplus cable lasted years cost present rs soft easy bend keep bag traveling daily work rs cable online meters long makes easy work phone plugged popio cable costs rs present show means price may rise even lasts months costly original cable years popio cable meter long meters original cable effective price popio cable rs meter cable popio cable meters long meters original cable makes easy use phone charging using short cable charging puts strain cable phone charging port damaging also decreases life cable charging port say consider cost writing review also consider cost long run immediate cost u thinking changing phone coming future want spend much cable popio best option available looking long term solution afford buy rs cable suggest go original one length soft lasts longer moderate use product nice worth buying quality great product support fast charging oneplus quality wire great charging speed good transfer rate somewhat less compared original oneplus cable good quality long lasting,Neutral
value money faulty product must buy best one fine charger upto mark one time usage product value money review good product wire worked fine months started problems days could understand phone charge whole night realized cables automatically stops working starts wish checked came know product one month warranty good charging quality amazing durability also good worth buying good product extremely happy charger working fine fast charger infact charging works one side work data cable wel recommend someone looking data charging one time usage product liked product alot value money good product,Neutral
universal tatasky remote amazon cheapest best good services amazon okay product item missing nice product ok good general use remote exact like original one universal remote however given price value money works well tata sky remote rs incl taxes free delivery worth money spent original working fine expect lowest cost promptest delivery qulaity good ok per price looks different original remote working fine order placed remote controls received good product please ship batteries expected good,Neutral
beat projector good price value money excellent wow wow recently purchased started using yesterday beautiful premium portable useful gadget brightness excellent experience good projector price range nice picture quality stylish design finishing also good low audio volume better use extra speakers good quality price amazing see big picture home pixel projector rocking one thing enjoy big picture well minimal light projector soo good small home theatre video output damn good small device connected amazon fire stick really satisfied purchase put detailed review month however first glance product worth rupees pay give star resolution p,Positive
value money job waste money product ok types waste product good price works well tatasky remote buy works value money remote compatible tata sky box job last days stopped working absolutely waste money please go product ok types value waste product sale waste money good works well tatasky durable come know later far good ordered remote without knowing returnable work tv even set top box asks another remote original order catch signal configure world would buy nonsense original remotes working instead ordered remote tata sky work set top box tv works,Neutral
perfect cable use far better apple cable provided ipad good buy good quality amazing build quality superb power full fast cable iphone pro good product rated star earlier reduced star stopped working within months great good good product looking durable cable ipad cause cable apple provides box feels pretty flimsy really inspire confidence also use ipad primarily gaming almost always connected pc gaming needed really sturdy cable could charge sync feel good cable job perfectly sturdy ipad taken drops table saved cable even months daily abuse cable signs wear tear charge speed original apple cable sync speed one thing cable better original cable connection quality hardly ever accidentally breaks connection moving around much problem original cable satisfied purchase even spare one case emergency quality cable material feels durable charges iphone fine thanks amazon product good build quality good said description product stopped working within months usage prod ordered apr sept charging phone contacted amazon looking forward help used back charge phone car apple car play stopped working intermittently using cable good product phn getting heat chrgeing cable working great durable charging power also good recommended,Positive
good compatibility good product good nice serves purpose build quality also good meet anticipation good nive product worth money horrible experience thanks prompt replacement remote works well pleasantly compatible system good remote functions working tatasky nice quality back cover loose fragile good tata play remote apply remote refund prompt replacement defective remote tv,Neutral
nice nice product value money karbonn good nice product suitable external monitor purpose good nice product nice product ok good good home drama cinema experiencegood buy price rangereview two months working fine without issues,Neutral
almost perfect review using month nice tv panel video quality good product worth money nice good update months use tv still going strong good points mentioned original review still true happy tv oneplus listening customers recent firmware updates issues mentioned almost disappeared arrange move apps youtube netflix per wish home screen finally able put youtube first used app toddler wifi disconnect issue noted earlier prime video still shows errors sometimes though think issue app tv strongly recommend tv original review took leap faith purchasing tv mixed reviews however using months following observations good picture quality fantastic lag watching forwarding k k videos saw youtube review said brightness low compared models brightness would ever need tv never needed run full brightness till works toddler watch rhymes set brightness even needed reviews said sound quality average need soundbar disagree watched movies sound good enough sqft hall voice command quite accurate able change nursery rhymes toddler working kitchen around feet away able control tv app also useful feature need look remote able cast app also helps lot would even better everything phone pictures videos could cast using appnot good tv goes sleep screensaver minutes often gets disconnected wifi restart againb prime video fails resume displays error restart tv againc home screen cannot rearrange apps preferred apps first apps window useless need navigate first easier navigate preferred app home screen cons till got fast moving object looks blurr known buying user review got tv k ao satishfied minus critical installation service provider product installed v care installation services provider installation service provider total waste responded properly actual date installation done service provider executive attended installation total waste person know behave customer behaved rudely installation service provider total damage waste worth awesome quality pictures issues smart features like app installation connection smart phone audio player work properly video show tv dolby atom k video etc good good,Positive
working perfectly mi stick genuine product good items value money good good quality product value money nice picture quality good product using months back working till must buy works well hv order amazon fire stick still issues highly recommended good one keep nice product using firestick works perfectly fine cable lengthy quality loss till yet ps update issues looks like cheap works fine,Positive
